id,label,source_group,source_revision,source_locator,container_member,source_sha256,source_bytes,native_sample_rate_hz,native_duration_s,historical_role,acquisition_role,group_id,artist_or_creator_recorded,title_recorded,license_recorded,evaluation_allowed_recorded,provenance_grade,source_notes
human_mtt_042563,0,human_magnatagatune,042e24c2c26a71168dd35edc3bc0cb47b2f3c3cd,hf://datasets/confit/magnatagatune@042e24c2c26a71168dd35edc3bc0cb47b2f3c3cd/mp3.zip,e/c_layne-the_sun_will_come_out_to_blind_you-10-everybodys_going_underground-0-29.mp3,ab69fe15aa553f4342e12cc92f2c0ae34df9357f2deff4884c000e4f16248fa4,117250,16000,29.156,development,development,human_magnatagatune:creator:C Layne,C Layne,Everybody's Going Underground,CC BY-NC-SA (Magnatune research use),yes,A-,artist-balanced; one excerpt per original track; vocal stratum
human_moisesdb_425d1532-8f32-4246-a2d3-d9eac74918ec,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,425d1532-8f32-4246-a2d3-d9eac74918ec.wav,56bdc5d7654ee80b17cb054f46867374bf9d546310ba12d016daff8c76630e3d,27108044,44100,153.673469,development,development,human_moisesdb:425d1532-8f32-4246-a2d3-d9eac74918ec,artist id unavailable in HF metadata,425d1532-8f32-4246-a2d3-d9eac74918ec,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_fc720eb1-a4fd-4794-a67e-acf3f9f5ec6a,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,fc720eb1-a4fd-4794-a67e-acf3f9f5ec6a.wav,c067ec6d514be4c0dcd63a827cd81282d647953a8b447d734446b7986e1623d0,26377432,44100,149.531678,development,development,human_moisesdb:fc720eb1-a4fd-4794-a67e-acf3f9f5ec6a,artist id unavailable in HF metadata,fc720eb1-a4fd-4794-a67e-acf3f9f5ec6a,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_26a7a156-9ffa-4ea9-b46b-638d38431076,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,26a7a156-9ffa-4ea9-b46b-638d38431076.wav,c25e929c6a0c8ded4bb6fc421f4c6c34c3139b41b0999e630503d2fbd1328764,56448044,44100,320.0,development,development,human_moisesdb:26a7a156-9ffa-4ea9-b46b-638d38431076,artist id unavailable in HF metadata,26a7a156-9ffa-4ea9-b46b-638d38431076,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_a859eaf9-d457-4756-921e-efeea3f156cf,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,a859eaf9-d457-4756-921e-efeea3f156cf.wav,f55ab6ffc9b780bc3d558645e731229faa52008e1afc86ba73d62156893c5f4c,41542244,44100,235.5,development,development,human_moisesdb:a859eaf9-d457-4756-921e-efeea3f156cf,artist id unavailable in HF metadata,a859eaf9-d457-4756-921e-efeea3f156cf,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_ab9e54e9-7b64-457e-a17d-87175b203031,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,ab9e54e9-7b64-457e-a17d-87175b203031.wav,1d63f995b7bfc15412eef8593881bc16ff952581de1fd558a291fd8d5db637fd,42410792,44100,240.423741,development,development,human_moisesdb:ab9e54e9-7b64-457e-a17d-87175b203031,artist id unavailable in HF metadata,ab9e54e9-7b64-457e-a17d-87175b203031,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_74e96d75-cfa1-4a62-8bc8-a35317eb1840,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,74e96d75-cfa1-4a62-8bc8-a35317eb1840.wav,0e923bfa68210caba87f414f77f6465b04dabbcde4d906077a65bde185515c61,40272136,44100,228.299841,development,development,human_moisesdb:74e96d75-cfa1-4a62-8bc8-a35317eb1840,artist id unavailable in HF metadata,74e96d75-cfa1-4a62-8bc8-a35317eb1840,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_e9ff1724-8f56-44a8-877a-782de7013771,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,e9ff1724-8f56-44a8-877a-782de7013771.wav,fd066126a943e6b4318bac4f65eb46cb29769fc9de9c15d1eb1b690b4d69a52b,38578724,44100,218.7,development,development,human_moisesdb:e9ff1724-8f56-44a8-877a-782de7013771,artist id unavailable in HF metadata,e9ff1724-8f56-44a8-877a-782de7013771,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_66a041bd-34cd-4e65-943b-f3d4cb174355,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,66a041bd-34cd-4e65-943b-f3d4cb174355.wav,5c61d2af83fbf52e2aa19d0c3a06709bca46eb36dcf59eb9f320339a91bc7b16,39592044,44100,224.444444,development,development,human_moisesdb:66a041bd-34cd-4e65-943b-f3d4cb174355,artist id unavailable in HF metadata,66a041bd-34cd-4e65-943b-f3d4cb174355,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_780a2bb2-0666-4f2a-bfc3-f9a89260c9fd,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,780a2bb2-0666-4f2a-bfc3-f9a89260c9fd.wav,d8da0627b1f6e7129883fec9ee715a4fe6ccac5c4595456b220e9ce314451558,42905944,44100,243.230726,development,development,human_moisesdb:780a2bb2-0666-4f2a-bfc3-f9a89260c9fd,artist id unavailable in HF metadata,780a2bb2-0666-4f2a-bfc3-f9a89260c9fd,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_7c066c0d-33b3-4f99-b0ad-f34941c87472,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,7c066c0d-33b3-4f99-b0ad-f34941c87472.wav,e885aa0c98571403d68dce6e430dfc93d6cb30add7c77c7d99e4dbe779847d9f,44911484,44100,254.6,development,development,human_moisesdb:7c066c0d-33b3-4f99-b0ad-f34941c87472,artist id unavailable in HF metadata,7c066c0d-33b3-4f99-b0ad-f34941c87472,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_1f79da81-65ad-408a-adb2-da28b5a3a252,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,1f79da81-65ad-408a-adb2-da28b5a3a252.wav,477e4017dcc42d3d47eb2529626c5d6e501c28ffd19aeaaa9f1db7678b192470,60681644,44100,344.0,development,development,human_moisesdb:1f79da81-65ad-408a-adb2-da28b5a3a252,artist id unavailable in HF metadata,1f79da81-65ad-408a-adb2-da28b5a3a252,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_7a5a08f6-428d-4e61-af9e-647f98f96bc9,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,7a5a08f6-428d-4e61-af9e-647f98f96bc9.wav,36f624a4572b5498eb2f51d04aab0bdd26d19f4b23a7c3af3701b8d9ac482ea8,35268324,44100,199.93356,development,development,human_moisesdb:7a5a08f6-428d-4e61-af9e-647f98f96bc9,artist id unavailable in HF metadata,7a5a08f6-428d-4e61-af9e-647f98f96bc9,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_9c3d8b8e-14b4-41b6-9dac-e3e375810bed,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,9c3d8b8e-14b4-41b6-9dac-e3e375810bed.wav,3c206c8fc15c04b06ae04429cd2bb6d77cc83353044a36e1d12995f40d19674b,9963600,44100,56.482744,development,development,human_moisesdb:9c3d8b8e-14b4-41b6-9dac-e3e375810bed,artist id unavailable in HF metadata,9c3d8b8e-14b4-41b6-9dac-e3e375810bed,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_549277f8-d550-4c7a-a02e-b6df05f463bb,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,549277f8-d550-4c7a-a02e-b6df05f463bb.wav,e5df5839a665e0a0a105e47c6c4e2c23aa8fcf1cfe082873d48f9b96102ca3a3,36342208,44100,206.021338,development,development,human_moisesdb:549277f8-d550-4c7a-a02e-b6df05f463bb,artist id unavailable in HF metadata,549277f8-d550-4c7a-a02e-b6df05f463bb,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_f315d9cb-6056-489d-9047-5d1ed19c8861,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,f315d9cb-6056-489d-9047-5d1ed19c8861.wav,0c444ddaeb7e2161d0ebf4c056cb3237cdb86d0999d7d061aa3e75a478eb92d3,16188752,44100,91.772721,development,development,human_moisesdb:f315d9cb-6056-489d-9047-5d1ed19c8861,artist id unavailable in HF metadata,f315d9cb-6056-489d-9047-5d1ed19c8861,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_43dd139a-9cd6-4c61-b4e9-9487f4138925,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,43dd139a-9cd6-4c61-b4e9-9487f4138925.wav,b6444e0a6d29e905903f9109f52832e2d5f329ebf98202dc99b2135e9051ad52,34728416,44100,196.872857,development,development,human_moisesdb:43dd139a-9cd6-4c61-b4e9-9487f4138925,artist id unavailable in HF metadata,43dd139a-9cd6-4c61-b4e9-9487f4138925,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_bba7c2f2-5913-4e39-bb0c-13884bc894a7,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,bba7c2f2-5913-4e39-bb0c-13884bc894a7.wav,6b0eb07c969b3403f8d92170fba6021ee0e383559b586cc89ff7240274eb2fed,17791244,44100,100.857143,development,development,human_moisesdb:bba7c2f2-5913-4e39-bb0c-13884bc894a7,artist id unavailable in HF metadata,bba7c2f2-5913-4e39-bb0c-13884bc894a7,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_a2a55d67-7bb1-4e20-a552-59da32586ae3,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,a2a55d67-7bb1-4e20-a552-59da32586ae3.wav,35846e16cdf3c767eb0d36d44233776272920c86bff0066daf70ea5cbf99fcc0,23243000,44100,131.762789,development,development,human_moisesdb:a2a55d67-7bb1-4e20-a552-59da32586ae3,artist id unavailable in HF metadata,a2a55d67-7bb1-4e20-a552-59da32586ae3,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_f4872c3a-1bd2-4b38-a68a-2e7214a95c2a,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,f4872c3a-1bd2-4b38-a68a-2e7214a95c2a.wav,f05b7f2e56fb154aa903fa795f047b3d3f891bd5e04b04ee00b103dcb3d925d1,36319868,44100,205.894694,development,development,human_moisesdb:f4872c3a-1bd2-4b38-a68a-2e7214a95c2a,artist id unavailable in HF metadata,f4872c3a-1bd2-4b38-a68a-2e7214a95c2a,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_a57bb1ed-51a1-445d-8c99-3b789ccdf06c,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,a57bb1ed-51a1-445d-8c99-3b789ccdf06c.wav,93a1e347e284e06979185e1d8c15294d4053adce8768076fca275f085b9ed1f1,36338444,44100,206.0,development,development,human_moisesdb:a57bb1ed-51a1-445d-8c99-3b789ccdf06c,artist id unavailable in HF metadata,a57bb1ed-51a1-445d-8c99-3b789ccdf06c,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_4829ee1f-1e5d-403d-b289-cebfbdd85bc1,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,4829ee1f-1e5d-403d-b289-cebfbdd85bc1.wav,e2df7dc39227b993474652e5a3cdb3770ea260b0b6f7a3e5a8d28f16a7f2e361,27033876,44100,153.253016,development,development,human_moisesdb:4829ee1f-1e5d-403d-b289-cebfbdd85bc1,artist id unavailable in HF metadata,4829ee1f-1e5d-403d-b289-cebfbdd85bc1,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_830ce3b9-c862-4602-8f1d-a9553de1eff2,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,830ce3b9-c862-4602-8f1d-a9553de1eff2.wav,a4164a4086d19986217d3cacaa1bc1bb2dba06ceb912619cc1dd7aeaff8ce5cf,39429172,44100,223.521134,development,development,human_moisesdb:830ce3b9-c862-4602-8f1d-a9553de1eff2,artist id unavailable in HF metadata,830ce3b9-c862-4602-8f1d-a9553de1eff2,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_a1d09860-6966-4c5f-9811-ad24acf6dbbf,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,a1d09860-6966-4c5f-9811-ad24acf6dbbf.wav,026952ad308ef8b314eaabed667cdff3f3212804e19055338298b7f6f7ec5e58,34638592,44100,196.363651,development,development,human_moisesdb:a1d09860-6966-4c5f-9811-ad24acf6dbbf,artist id unavailable in HF metadata,a1d09860-6966-4c5f-9811-ad24acf6dbbf,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_63782a17-6aac-4361-9878-87e11b1f1a41,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,63782a17-6aac-4361-9878-87e11b1f1a41.wav,549657305fe7b23cd3939afb2234f5885cf4e0a4d9aa48a09dce5067e6225b78,37132244,44100,210.5,development,development,human_moisesdb:63782a17-6aac-4361-9878-87e11b1f1a41,artist id unavailable in HF metadata,63782a17-6aac-4361-9878-87e11b1f1a41,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_9f7d881b-e36d-47ae-ac10-0966e8edbb14,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,9f7d881b-e36d-47ae-ac10-0966e8edbb14.wav,3701bb9e5940676facaa2ab3b87439da90d63e6acd9df0c917a175efbcb453f0,22579244,44100,128.0,development,development,human_moisesdb:9f7d881b-e36d-47ae-ac10-0966e8edbb14,artist id unavailable in HF metadata,9f7d881b-e36d-47ae-ac10-0966e8edbb14,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_7c45cf52-5862-4dac-960b-974eb36fa272,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,7c45cf52-5862-4dac-960b-974eb36fa272.wav,192e85bd890cdbd31995ab8c24b8ebdfc666ebab4e7520d3592aa3585b2f6651,41489324,44100,235.2,development,development,human_moisesdb:7c45cf52-5862-4dac-960b-974eb36fa272,artist id unavailable in HF metadata,7c45cf52-5862-4dac-960b-974eb36fa272,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_3f10005d-d339-47ce-aed7-da12ef756aa4,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,3f10005d-d339-47ce-aed7-da12ef756aa4.wav,8e41383de8ec0f15db83196723b97638b93b8d0bb92eff9893612cca5dd8487a,32161748,44100,182.322585,development,development,human_moisesdb:3f10005d-d339-47ce-aed7-da12ef756aa4,artist id unavailable in HF metadata,3f10005d-d339-47ce-aed7-da12ef756aa4,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_c7fc1d66-b5ac-4bb2-9240-6eecb13cb03b,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,c7fc1d66-b5ac-4bb2-9240-6eecb13cb03b.wav,d2ddf1d870c25ce8db454b3ec6ed4b7731c5a528b78d14a23620979722a448e7,37044044,44100,210.0,development,development,human_moisesdb:c7fc1d66-b5ac-4bb2-9240-6eecb13cb03b,artist id unavailable in HF metadata,c7fc1d66-b5ac-4bb2-9240-6eecb13cb03b,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_bce40ceb-daac-45e0-a7c8-103bca249bcc,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,bce40ceb-daac-45e0-a7c8-103bca249bcc.wav,1fe2c2d205cb45d9cb562e8654df7cf6a3fef528fa1f0d3a216f4d05d6e999ec,29988044,44100,170.0,development,development,human_moisesdb:bce40ceb-daac-45e0-a7c8-103bca249bcc,artist id unavailable in HF metadata,bce40ceb-daac-45e0-a7c8-103bca249bcc,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_f78c74e8-56c0-4c18-9587-c887b22da404,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,f78c74e8-56c0-4c18-9587-c887b22da404.wav,a9570d873ff6f0919a214a7b9a35914f5bb0da233f3526c4d29c543c3c5d5a57,32854544,44100,186.25,development,development,human_moisesdb:f78c74e8-56c0-4c18-9587-c887b22da404,artist id unavailable in HF metadata,f78c74e8-56c0-4c18-9587-c887b22da404,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_a7b63f1e-4b15-4bc8-b208-1c4dcf6b6669,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,a7b63f1e-4b15-4bc8-b208-1c4dcf6b6669.wav,1657c2c43e76a36432af99a943863c12d951eccd6c618ff7888ef8dff555781e,55074312,44100,312.212404,development,development,human_moisesdb:a7b63f1e-4b15-4bc8-b208-1c4dcf6b6669,artist id unavailable in HF metadata,a7b63f1e-4b15-4bc8-b208-1c4dcf6b6669,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_188c0680-f1ef-4d57-91f3-5b5b1f047a41,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,188c0680-f1ef-4d57-91f3-5b5b1f047a41.wav,1e84611be459a5b09b39a3ade26d49bb6bee99c13efd2f8b7859ddb5055d98b2,64562444,44100,366.0,development,development,human_moisesdb:188c0680-f1ef-4d57-91f3-5b5b1f047a41,artist id unavailable in HF metadata,188c0680-f1ef-4d57-91f3-5b5b1f047a41,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_12dc1cb2-2b96-405e-b58e-084d2fe37146,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,12dc1cb2-2b96-405e-b58e-084d2fe37146.wav,3c101a68e5f51bab5e39934aa19e6c85d0c8621506eec7ed8647c6fc0fba4f0a,43267436,44100,245.28,development,development,human_moisesdb:12dc1cb2-2b96-405e-b58e-084d2fe37146,artist id unavailable in HF metadata,12dc1cb2-2b96-405e-b58e-084d2fe37146,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_5deb3e04-d13d-4a0d-b407-515f934e551c,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,5deb3e04-d13d-4a0d-b407-515f934e551c.wav,5be70e24cac2cf97d1c1ae12230f5ba2f8314d8ea1755d1873bc2b3cf5adedd6,46279988,44100,262.357959,development,development,human_moisesdb:5deb3e04-d13d-4a0d-b407-515f934e551c,artist id unavailable in HF metadata,5deb3e04-d13d-4a0d-b407-515f934e551c,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_65ed4d66-79b6-4a79-8ae6-1061a9d86f47,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,65ed4d66-79b6-4a79-8ae6-1061a9d86f47.wav,9a0a562476c4af304fb077ee9e8abfd9be4a7fa3c9b11a170bcdd6f3f4e25107,18874844,44100,107.0,development,development,human_moisesdb:65ed4d66-79b6-4a79-8ae6-1061a9d86f47,artist id unavailable in HF metadata,65ed4d66-79b6-4a79-8ae6-1061a9d86f47,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_c7a17407-00f8-45c0-92a2-c2c161ee92ec,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,c7a17407-00f8-45c0-92a2-c2c161ee92ec.wav,a9a04d33c07865aa5d3af711a2021a943564e326ea230560a081a720f36f6c83,42398304,44100,240.352948,development,development,human_moisesdb:c7a17407-00f8-45c0-92a2-c2c161ee92ec,artist id unavailable in HF metadata,c7a17407-00f8-45c0-92a2-c2c161ee92ec,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
human_moisesdb_a95fc0fe-306f-4d5f-b6c4-38ffcb1353e8,0,human_moisesdb,353a59cfd90514ea71e35480b5ab8ffb57d14598,hf://datasets/seungheondoh/cmd-moisesdb-metadata@353a59cfd90514ea71e35480b5ab8ffb57d14598/moisesdb.tar.gz,a95fc0fe-306f-4d5f-b6c4-38ffcb1353e8.wav,b5f1eee6fc7e6ee51dd1ce843ba22c1b224257c34820b1913a1ed84377cf957f,34398044,44100,195.0,development,development,human_moisesdb:a95fc0fe-306f-4d5f-b6c4-38ffcb1353e8,artist id unavailable in HF metadata,a95fc0fe-306f-4d5f-b6c4-38ffcb1353e8,cc-by-nc-sa,yes,A-,239 of the official catalogue's 240 tracks are present in the pinned mirror; track—not stem—is the statistical unit
